ΣΧΟΛΗ ΙΚΑΡΩΝ (ΣΙ) Ικάρων (ΣΙ) Έρευνας Πληροφορικής (ΕΠ) Ισχύουν επιπλέον προϋποθέσεις;(μη προσδιορισμένη);18.435
ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΑ Ναυτιλιακών Σπουδών Ειδικό μάθημα: Αγγλικά;Πειραιάς;18.320
ΟΙΚΟΝΟΜΙΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΟΠΑ) Διοικητικής Επιστήμης και Τεχνολογίας;Αθήνα;18.175
ΣΧΟΛΗ ΙΚΑΡΩΝ (ΣΙ) Ικάρων (ΣΙ) Εφοδιαστών (Ε) Ισχύουν επιπλέον προϋποθέσεις;(μη προσδιορισμένη);17.890
ΣΤΡΑΤΙΩΤΙΚΗ ΣΧΟΛΗ ΑΞΙΩΜΑΤΙΚΩΝ ΣΩΜΑΤΩΝ (ΣΣΑΣ) Οικονομικό (ΣΣΑΣ) Ισχύουν επιπλέον προϋποθέσεις;Θεσσαλονίκη;17.875
ΠΥΡΟΣΒΕΣΤΙΚΗ ΑΚΑΔΗΜΙΑ (ΣΠΑ) Αξιωματικών Πυροσβεστικής Ακαδημίας (Μόνο για Πολίτες) Ισχύουν επιπλέον προϋποθέσεις;(μη προσδιορισμένη);17.850
ΑΣΤΥΝΟΜΙΚΕΣ ΣΧΟΛΕΣ Αξιωματικών Ελληνικής Αστυνομίας (Μόνο για Πολίτες) Ισχύουν επιπλέον προϋποθέσεις;(μη προσδιορισμένη);17.50
ΣΧΟΛΗ ΙΚΑΡΩΝ (ΣΙ) Ικάρων (ΣΙ) Διοικητικών (Δ) Ισχύουν επιπλέον προϋποθέσεις;(μη προσδιορισμένη);17.485
ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ) Πληροφορικής;Θεσσαλονίκη;17.440
ΑΣΤΥΝΟΜΙΚΕΣ ΣΧΟΛΕΣ Αξιωματικών Ελληνικής Αστυνομίας (Μόνο για Αστυνομικούς) Ισχύουν επιπλέον προϋποθέσεις;(μη προσδιορισμένη);17.240
ΟΙΚΟΝΟΜΙΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΟΠΑ) Πληροφορικής;Αθήνα;17.220
ΕΘΝΙΚΟ , ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ) Επιστήμης Φυσικής Αγωγής και Αθλητισμού Εξέταση σε αγωνίσματα;Αθήνα;17.096
ΕΘΝΙΚΟ , ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ) Πληροφορικής και Τηλεπικοινωνιών;Αθήνα;17.075
ΛΙΜΕΝΙΚΟ ΣΩΜΑ. - ΕΛΛΗΝΙΚΗ ΑΚΤΟΦΥΛΑΚΗ (ΛΣ-ΕΛΑΚΤ) Σχολή Δοκίμων Σημαιοφόρων Λιμενικού Σώματος - Ελληνικής Ακτοφυλακής (Σ.Δ.Σ.Λ.Σ. - ΕΛ.ΑΚΤ.) Ισχύουν επιπλέον προϋποθέσεις;(μη προσδιορισμένη);17.040
ΟΙΚΟΝΟΜΙΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΟΠΑ) Οργάνωσης και Διοίκησης Επιχειρήσεων;Αθήνα;17.025
ΣΧΟΛΗ ΜΟΝΙΜΩΝ ΥΠΑΞΙΩΜΑΤΙΚΩΝ ΑΕΡΟΠΟΡΙΑΣ (ΣΜΥΑ) Μονίμων Υπαξιωματικών Αεροπορίας (ΣΜΥΑ) - Κατεύθυνση Διοικητικής και Εφοδιαστικής Υποστήριξης Ισχύουν επιπλέον προϋποθέσεις;(μη προσδιορισμένη);16.825
ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ) Επιστήμης Φυσικής Αγωγής και Αθλητισμού Εξέταση σε αγωνίσματα;Θεσσαλονίκη;16.811
ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΑ Διεθνών και Ευρωπαϊκών Σπουδών Ειδικό μάθημα: Ένα από τα Αγγλικά, Γαλλικά, Γερμανικά, Ιταλικά;Πειραιάς;16.795
ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΑ Πληροφορικής;Πειραιάς;16.740
ΠΑΝΕΠΙΣΤΗΜΙΟ ΜΑΚΕΔΟΝΙΑΣ (ΠΑΜΑΚ) Εφαρμοσμένης Πληροφορικής - Επιστήμη και Τεχνολογία Υπολογιστών;Θεσσαλονίκη;16.735
ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ ΚΑΙ ΠΟΛΙΤΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΠΑΝΤΕΙΟ) Διεθνών και Ευρωπαϊκών Σπουδών Ειδικό μάθημα: Ένα από τα Αγγλικά, Γαλλικά, Γερμανικά, Ιταλικά;Αθήνα;16.480
ΠΑΝΕΠΙΣΤΗΜΙΟ ΜΑΚΕΔΟΝΙΑΣ (ΠΑΜΑΚ) Εφαρμοσμένης Πληροφορικής - Πληροφοριακά Συστήματα;Θεσσαλονίκη;16.375
ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΑ Οργάνωσης και Διοίκησης Επιχειρήσεων;Πειραιάς;16.180
ΧΑΡΟΚΟΠΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ Πληροφορικής και Τηλεματικής;Αθήνα;16.170
ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ) Παιδαγωγικό Δημοτικής Εκπαίδευσης;Θεσσαλονίκη;16.100
ΕΘΝΙΚΟ , ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ) Παιδαγωγικό Δημοτικής Εκπαίδευσης;Αθήνα;16.100
ΛΙΜΕΝΙΚΟ ΣΩΜΑ. - ΕΛΛΗΝΙΚΗ ΑΚΤΟΦΥΛΑΚΗ (ΛΣ-ΕΛΑΚΤ) Σχολή Δοκίμων Λιμενοφυλάκων Ισχύουν επιπλέον προϋποθέσεις;(μη προσδιορισμένη);16.030
ΟΙΚΟΝΟΜΙΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΟΠΑ) Μάρκετινγκ και Επικοινωνίας;Αθήνα;15.975
ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΑ Ψηφιακών Συστημάτων;Πειραιάς;15.830
ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΡΗΤΗΣ Επιστήμης Υπολογιστών;Ηράκλειο;15.813
ΟΙΚΟΝΟΜΙΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΟΠΑ) Οικονομικής Επιστήμης;Αθήνα;15.700
ΠΥΡΟΣΒΕΣΤΙΚΗ ΑΚΑΔΗΜΙΑ (ΣΠΑ) Πυροσβεστών (Μόνο για Πολίτες) Ισχύουν επιπλέον προϋποθέσεις;(μη προσδιορισμένη);15.660
ΠΑΝΕΠΙΣΤΗΜΙΟ ΜΑΚΕΔΟΝΙΑΣ (ΠΑΜΑΚ) Μουσικής Επιστήμης και Τέχνης Ειδικά Μαθήματα: «Μουσική Εκτέλεση και Ερμηνεία» και «Μουσική Αντίληψη, Θεωρία και Αρμονία».;Θεσσαλονίκη;15.380
ΠΑΝΕΠΙΣΤΗΜΙΟ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Μηχανικών Πληροφορικής και Υπολογιστών;Αιγάλεω;15.380
ΠΑΝΕΠΙΣΤΗΜΙΟ ΜΑΚΕΔΟΝΙΑΣ (ΠΑΜΑΚ) Οργάνωσης και Διοίκησης Επιχειρήσεων;Θεσσαλονίκη;15.375
ΟΙΚΟΝΟΜΙΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΟΠΑ) Λογιστικής και Χρηματοοικονομικής;Αθήνα;15.340
ΠΑΝΕΠΙΣΤΗΜΙΟ ΙΩΑΝΝΙΝΩΝ Μουσικών Σπουδών Ειδικά Μαθήματα: «Μουσική Εκτέλεση και Ερμηνεία» και «Μουσική Αντίληψη, Θεωρία και Αρμονία».;Άρτα;15.250
ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΙΑΣ Παιδαγωγικό Δημοτικής Εκπαίδευσης;Βόλος;15.200
ΔΙΕΘΝΕΣ ΠΑΝΕΠΙΣΤΗΜΙΟ ΕΛΛΑΔΑΣ (ΔΙΠΑΕ) Μηχανικών Πληροφορικής και Ηλεκτρονικών Συστημάτων;Θεσσαλονίκη;15.030
ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΑ Τουριστικών Σπουδών Ειδικό μάθημα: Αγγλικά;Πειραιάς;14.985
ΣΧΟΛΗ ΜΟΝΙΜΩΝ ΥΠΑΞΙΩΜΑΤΙΚΩΝ ΣΤΡΑΤΟΥ ΞΗΡΑΣ (ΣΜΥ) Μονίμων Υπαξιωματικών Στρατού (ΣΜΥ) - Σώματα Ισχύουν επιπλέον προϋποθέσεις;(μη προσδιορισμένη);14.890
ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΙΑΣ Επιστήμης Φυσικής Αγωγής και Αθλητισμού Εξέταση σε αγωνίσματα;Τρίκαλα;14.860
ΕΘΝΙΚΟ , ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ) Εκπαίδευσης και Αγωγής στην Προσχολική Ηλικία;Αθήνα;14.800
